,elevation,relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c,is_hot_day
1517,74,39.72,340.0,11.0,30.15,6.21,19.0,5.0,19.0,0
1518,74,34.8,20.0,10.0,30.03,6.21,20.0,4.0,20.0,0
1519,74,8.06,170.0,11.0,29.77,6.21,31.0,-7.0,28.46111111,0
1520,74,8.88,190.0,17.0,29.68,1.24,24.0,-11.0,22.68888889,0
1521,74,29.23,220.0,6.0,29.8,1.24,24.0,5.0,23.21666667,0
1522,74,25.4,0.0,0.0,29.85,3.73,24.0,3.0,23.11666667,0
1523,74,13.38,200.0,14.0,29.83,3.73,30.0,-1.0,28.13333333,0
1524,74,29.51,350.0,5.0,30.0,6.21,25.0,6.0,24.32777778,0
1525,74,19.15,20.0,8.0,29.77,6.21,30.0,4.0,28.21666667,0
1526,74,29.23,200.0,10.0,29.71,3.73,24.0,5.0,23.21666667,0
1527,74,35.66,350.0,7.0,29.83,6.21,23.0,7.0,22.28888889,0
1528,74,24.86,240.0,10.0,29.88,6.21,22.0,1.0,20.90555556,0
1529,74,23.39,230.0,17.0,29.91,6.21,23.0,1.0,21.96666667,0
1530,74,42.57,280.0,7.0,30.03,6.21,19.0,6.0,19.0,0
1531,74,55.37,240.0,12.0,30.0,6.21,17.0,8.0,17.0,0
1532,74,42.28,320.0,11.0,30.09,6.21,18.0,5.0,18.0,0
1533,74,19.72,0.0,0.0,30.12,6.21,21.0,-3.0,21.0,0
1534,74,7.58,180.0,17.0,29.88,3.73,28.0,-10.0,26.22222222,0
1535,74,22.28,280.0,8.0,29.91,2.49,25.0,2.0,24.13888889,0
1536,74,49.37,300.0,7.0,30.0,6.21,21.0,10.0,21.0,0
1537,74,43.42,350.0,8.0,30.03,6.21,22.0,9.0,21.38888889,0
1538,74,38.46,360.0,10.0,30.03,6.21,24.0,9.0,24.0,0
1539,74,33.57,360.0,8.0,29.97,6.21,24.0,7.0,23.33333333,0
1540,74,29.51,10.0,10.0,29.94,6.21,25.0,6.0,24.32777778,0
1541,74,56.38,350.0,6.0,29.91,6.21,21.0,12.0,21.0,0
1542,74,31.34,340.0,8.0,29.88,6.21,24.0,6.0,23.27222222,0
1543,74,31.34,300.0,10.0,29.88,6.21,24.0,6.0,23.27222222,0
1544,74,15.94,0.0,0.0,30.03,6.21,27.0,-1.0,25.98333333,0
1545,74,15.03,30.0,15.0,30.03,6.21,28.0,-1.0,26.65,0
1546,74,14.18,50.0,8.0,29.88,6.21,29.0,-1.0,27.36666667,0
1547,74,16.63,200.0,11.0,29.77,3.73,30.0,2.0,28.16111111,0
1548,74,38.18,330.0,2.0,29.8,6.21,23.0,8.0,22.35,0
1549,74,17.7,40.0,11.0,29.77,6.21,24.0,-2.0,22.91666667,0
1550,74,35.66,10.0,9.0,29.77,6.21,23.0,7.0,22.28888889,0
1551,74,35.37,310.0,6.0,29.91,6.21,22.0,6.0,21.17777778,0
1552,74,31.34,330.0,3.0,29.97,6.21,24.0,6.0,23.27222222,0
1553,74,18.18,20.0,2.0,30.06,6.21,26.0,0.0,25.12777778,0
1554,74,12.44,350.0,4.0,29.91,6.21,30.0,-2.0,28.07777778,0
1555,74,8.38,200.0,9.0,29.83,6.21,33.0,-5.0,30.04444444,0
1556,74,28.08,310.0,8.0,29.94,6.21,27.0,7.0,26.34444444,0
1557,74,11.74,280.0,14.0,29.88,6.21,31.0,-2.0,28.8,0
1558,74,41.14,280.0,7.0,29.97,6.21,24.0,10.0,24.0,0
1559,74,31.34,360.0,2.0,30.03,6.21,24.0,6.0,23.27222222,0
1560,74,19.55,30.0,9.0,30.03,6.21,26.0,1.0,25.16666667,0
1561,74,24.19,360.0,7.0,30.0,6.21,26.0,4.0,25.28888889,0
1562,74,34.13,320.0,5.0,29.94,6.21,26.0,9.0,26.0,0
1563,74,15.48,190.0,6.0,29.88,6.21,30.0,1.0,28.14444444,0
1564,74,18.09,180.0,16.0,29.77,6.21,31.0,4.0,29.01111111,0
1565,74,32.46,320.0,2.0,29.85,3.73,28.0,10.0,27.21666667,0
1566,74,21.25,260.0,10.0,29.83,6.21,27.0,3.0,26.12222222,0
1567,74,10.09,200.0,13.0,29.83,6.21,35.0,-1.0,31.93333333,0
1568,74,44.8,20.0,8.0,29.91,6.21,27.0,14.0,27.11666667,0
1569,74,39.3,20.0,11.0,29.94,6.21,27.0,12.0,27.0,0
1570,74,30.07,20.0,10.0,29.94,6.21,27.0,8.0,26.42222222,0
1571,74,20.54,30.0,12.0,29.97,6.21,30.0,5.0,28.25555556,0
1572,74,16.15,30.0,14.0,29.88,6.21,33.0,4.0,30.72222222,0
1573,74,10.45,20.0,2.0,29.71,6.21,37.0,1.0,33.85555556,1
1574,74,33.56,330.0,9.0,29.77,6.21,32.0,14.0,31.26666667,0
1575,74,28.36,330.0,7.0,29.85,6.21,28.0,8.0,27.02222222,0
1576,74,14.61,320.0,7.0,29.83,6.21,31.0,1.0,28.94444444,0
1577,74,25.79,270.0,6.0,29.88,3.73,32.0,10.0,30.38888889,0
1578,74,10.3,300.0,2.0,29.91,6.21,32.0,-3.0,29.45555556,0
1579,74,10.48,330.0,7.0,29.88,6.21,33.0,-2.0,30.29444444,0
1580,74,22.78,300.0,4.0,29.85,6.21,33.0,9.0,31.16111111,0
1581,74,22.02,350.0,4.0,29.94,6.21,30.0,6.0,28.30555556,0
1582,74,9.04,20.0,2.0,29.85,6.21,37.0,-1.0,33.58888889,1
1583,74,6.15,190.0,11.0,29.77,6.21,40.0,-4.0,35.78888889,1
1584,74,22.04,20.0,6.0,29.77,6.21,36.0,11.0,34.51111111,0
1585,74,34.69,40.0,9.0,29.8,6.21,28.0,11.0,27.33333333,0
1586,74,41.97,320.0,9.0,29.8,6.21,27.0,13.0,26.96111111,0
1587,74,27.53,250.0,8.0,29.77,6.21,25.0,5.0,24.27222222,0
1588,74,18.67,240.0,11.0,29.91,6.21,28.0,2.0,26.71111111,0
1589,74,16.63,310.0,5.0,29.85,6.21,30.0,2.0,28.16111111,0
1590,74,22.81,320.0,8.0,29.91,6.21,27.0,4.0,26.16666667,0
1591,74,39.02,320.0,9.0,30.0,6.21,26.0,11.0,26.0,0
1592,74,28.36,310.0,10.0,30.06,6.21,28.0,8.0,27.02222222,0
1593,74,19.4,340.0,8.0,29.94,6.21,31.0,5.0,29.05555556,0
1594,74,11.67,300.0,5.0,29.83,6.21,35.0,1.0,32.20555556,0
1595,74,29.45,350.0,6.0,29.85,6.21,32.0,12.0,30.75555556,0
1596,74,33.01,360.0,10.0,30.0,6.21,30.0,12.0,28.98888889,0
1597,74,24.72,320.0,11.0,30.06,6.21,28.0,6.0,26.88333333,0
1598,74,25.52,340.0,8.0,29.97,6.21,31.0,9.0,29.37222222,0
1599,74,15.49,40.0,8.0,29.88,6.21,35.0,5.0,32.61111111,0
1600,74,40.41,320.0,7.0,29.77,6.21,31.0,16.0,30.97222222,0
1601,74,27.03,280.0,1.0,29.83,6.21,30.0,9.0,28.55555556,0
1602,74,30.9,310.0,6.0,29.83,6.21,30.0,11.0,28.81666667,0
1603,74,25.52,340.0,3.0,29.91,6.21,31.0,9.0,29.37222222,0
1604,74,20.79,320.0,9.0,29.94,6.21,31.0,6.0,29.11111111,0
1605,74,24.37,340.0,8.0,29.91,6.21,33.0,10.0,31.31111111,0
1606,74,12.44,220.0,15.0,29.8,6.21,39.0,5.0,36.32777778,1
1607,74,31.45,280.0,8.0,29.83,3.73,32.0,13.0,30.98888889,0
1608,74,16.6,340.0,5.0,29.88,6.21,35.0,6.0,32.7,0
1609,74,8.58,260.0,2.0,29.77,6.21,42.0,2.0,38.32222222,1
1610,74,33.01,290.0,6.0,29.88,6.21,30.0,12.0,28.98888889,0
1611,74,32.73,300.0,5.0,29.88,6.21,29.0,11.0,28.04444444,0
1612,74,27.03,10.0,7.0,29.94,6.21,30.0,9.0,28.55555556,0
1613,74,12.05,70.0,13.0,29.88,6.21,37.0,3.0,34.18888889,1
1614,74,8.74,190.0,16.0,29.71,6.21,43.0,3.0,39.40555556,1
1615,74,29.18,300.0,10.0,29.88,6.21,31.0,11.0,29.66111111,0
1616,74,34.97,330.0,6.0,29.85,6.21,29.0,12.0,28.2,0
1617,74,25.52,290.0,2.0,29.83,6.21,31.0,9.0,29.37222222,0
1618,74,39.86,290.0,3.0,29.8,6.21,29.0,14.0,29.0,0
1619,74,31.17,360.0,7.0,29.8,6.21,31.0,12.0,29.84444444,0
1620,74,26.05,340.0,1.0,29.88,6.21,33.0,11.0,31.49444444,0
1621,74,19.04,350.0,4.0,29.88,6.21,35.0,8.0,32.93888889,0
1622,74,24.11,290.0,9.0,29.83,6.21,32.0,9.0,30.24444444,0
1623,74,33.56,340.0,8.0,29.74,6.21,32.0,14.0,31.26666667,0
1624,74,31.72,330.0,3.0,29.77,6.21,33.0,14.0,32.25555556,0
1625,74,19.04,320.0,7.0,29.88,6.21,35.0,8.0,32.93888889,0
1626,74,9.21,20.0,14.0,29.8,6.21,38.0,0.0,34.56111111,1
1627,74,24.89,350.0,10.0,29.88,6.21,35.0,12.0,33.72777778,0
1628,74,21.79,330.0,10.0,29.88,6.21,35.0,10.0,33.27222222,0
1629,74,19.52,340.0,10.5,29.83,6.21,37.0,10.0,35.31111111,1
1630,74,23.55,280.0,9.0,29.77,6.21,36.0,12.0,34.77222222,0
1631,74,37.62,320.0,8.0,29.91,6.21,30.0,14.0,29.42777778,0
1632,74,35.53,20.0,9.0,29.91,6.21,31.0,14.0,30.32222222,0
1633,74,31.45,350.0,8.0,29.91,6.21,32.0,13.0,30.98888889,0
1634,74,17.32,340.0,8.0,29.8,6.21,33.0,5.0,30.77777778,0
1635,74,28.1,320.0,8.0,29.8,6.21,34.0,13.0,32.97222222,0
1636,74,20.62,10.0,11.0,29.83,6.21,36.0,10.0,34.28333333,0
1637,74,15.08,20.0,9.0,29.83,6.21,38.0,7.0,35.72777778,1
1638,74,12.64,20.0,8.0,29.83,6.21,40.0,6.0,37.45555556,1
1639,74,25.67,340.0,8.0,29.8,6.21,38.0,15.0,38.0,1
1640,74,29.99,310.0,6.0,29.8,6.21,34.0,14.0,33.28333333,0
1641,74,34.11,10.0,8.0,29.85,6.21,34.0,16.0,34.0,0
1642,74,20.62,350.0,12.0,29.88,6.21,36.0,10.0,34.28333333,0
1643,74,29.99,330.0,6.0,29.8,6.21,34.0,14.0,33.28333333,0
1644,74,30.26,300.0,7.0,29.65,6.21,35.0,15.0,35.0,0
1645,74,29.72,300.0,6.0,29.68,6.21,33.0,13.0,31.96111111,0
1646,74,38.45,320.0,9.0,29.8,6.21,33.0,17.0,33.0,0
1647,74,30.26,330.0,7.0,29.83,6.21,35.0,15.0,35.0,0
1648,74,29.72,310.0,8.0,29.77,6.21,33.0,13.0,31.96111111,0
1649,74,28.37,310.0,5.0,29.77,6.21,35.0,14.0,34.34444444,0
1650,74,17.28,300.0,6.0,29.77,6.21,38.0,9.0,36.11111111,1
1651,74,22.29,340.0,7.0,29.8,6.21,37.0,12.0,35.83888889,1
1652,74,16.37,320.0,6.0,29.85,6.21,39.0,9.0,37.12777778,1
1653,74,24.89,310.0,7.0,29.91,6.21,35.0,12.0,33.72777778,0
1654,74,33.84,310.0,9.0,29.8,6.21,33.0,15.0,33.0,0
1655,74,29.72,280.0,6.0,29.77,6.21,33.0,13.0,31.96111111,0
1656,74,33.84,330.0,2.0,29.83,6.21,33.0,15.0,33.0,0
1657,74,38.18,340.0,8.0,29.85,6.21,32.0,16.0,32.0,0
1658,74,43.07,320.0,10.0,29.8,6.21,31.0,17.0,31.37777778,0
1659,74,29.72,300.0,7.0,29.8,6.21,33.0,13.0,31.96111111,0
1660,74,28.1,290.0,6.0,29.77,6.21,34.0,13.0,32.97222222,0
1661,74,36.08,300.0,5.0,29.77,6.21,33.0,16.0,33.0,0
1662,74,36.35,300.0,4.0,29.77,6.21,34.0,17.0,34.0,0
1663,74,32.27,320.0,8.0,29.8,6.21,35.0,16.0,35.0,0
1664,74,19.04,320.0,7.0,29.8,6.21,35.0,8.0,32.93888889,0
1665,74,40.69,300.0,5.0,29.74,6.21,32.0,17.0,32.4,0
1666,74,36.08,300.0,8.0,29.77,6.21,33.0,16.0,33.0,0
1667,74,31.99,300.0,8.0,29.85,6.21,34.0,15.0,34.0,0
1668,74,32.27,320.0,7.0,29.88,6.21,35.0,16.0,35.0,0
1669,74,26.84,300.0,9.0,29.8,6.21,36.0,14.0,35.42777778,0
1670,74,24.89,300.0,9.0,29.77,6.21,35.0,12.0,33.72777778,0
1671,74,34.39,330.0,7.0,29.74,6.21,35.0,17.0,35.67777778,0
1672,74,30.53,330.0,6.0,29.74,6.21,36.0,16.0,36.0,0
1673,74,30.26,290.0,9.0,29.77,6.21,35.0,15.0,35.0,0
1674,74,40.96,320.0,7.0,29.74,6.21,33.0,18.0,33.99444444,0
1675,74,40.96,300.0,8.0,29.71,6.21,33.0,18.0,33.99444444,0
1676,74,23.81,300.0,9.0,29.65,6.21,37.0,13.0,36.16111111,1
1677,74,22.29,320.0,6.0,29.68,6.21,37.0,12.0,35.83888889,1
1678,74,20.62,340.0,6.0,29.74,6.21,36.0,10.0,34.28333333,0
1679,74,28.1,310.0,9.0,29.83,6.21,34.0,13.0,32.97222222,0
1680,74,40.69,300.0,6.0,29.83,6.21,32.0,17.0,32.4,0
1681,74,40.96,310.0,7.0,29.8,6.21,33.0,18.0,33.99444444,0
1682,74,31.99,10.0,2.0,29.77,6.21,34.0,15.0,34.0,0
1683,74,21.79,270.0,5.0,29.77,6.21,35.0,10.0,33.27222222,0
1684,74,25.15,330.0,8.0,29.74,6.21,36.0,13.0,35.07777778,0
1685,74,26.84,300.0,8.0,29.77,6.21,36.0,14.0,35.42777778,0
1686,74,26.84,290.0,7.0,29.85,6.21,36.0,14.0,35.42777778,0
1687,74,30.26,320.0,6.0,29.74,6.21,35.0,15.0,35.0,0
1688,74,28.63,310.0,8.0,29.65,6.21,36.0,15.0,36.0,0
1689,74,26.58,340.0,3.0,29.71,6.21,35.0,13.0,34.01111111,0
1690,74,31.99,330.0,6.0,29.83,6.21,34.0,15.0,34.0,0
1691,74,29.99,360.0,7.0,29.88,6.21,34.0,14.0,33.28333333,0
1692,74,36.35,10.0,5.0,29.85,6.21,34.0,17.0,34.0,0
1693,74,34.66,310.0,8.0,29.8,6.21,36.0,18.0,37.42777778,0
1694,74,37.17,320.0,8.0,29.74,6.21,37.0,20.0,40.12222222,1
1695,74,24.06,310.0,7.0,29.71,6.21,38.0,14.0,38.0,1
1696,74,28.9,320.0,7.0,29.8,6.21,37.0,16.0,37.0,1
1697,74,23.81,330.0,7.0,29.8,6.21,37.0,13.0,36.16111111,1
1698,74,32.27,280.0,10.0,29.77,6.21,35.0,16.0,35.0,0
1699,74,30.26,320.0,6.0,29.74,6.21,35.0,15.0,35.0,0
1700,74,20.62,340.0,5.0,29.77,6.21,36.0,10.0,34.28333333,0
1701,74,34.39,340.0,8.0,29.8,6.21,35.0,17.0,35.67777778,0
1702,74,36.08,300.0,6.0,29.8,6.21,33.0,16.0,33.0,0
1703,74,36.08,330.0,6.0,29.8,6.21,33.0,16.0,33.0,0
1704,74,36.08,300.0,9.0,29.8,6.21,33.0,16.0,33.0,0
1705,74,24.89,20.0,4.0,29.85,6.21,35.0,12.0,33.72777778,0
1706,74,13.54,0.0,0.0,29.8,6.21,40.0,7.0,37.67777778,1
1707,74,29.99,310.0,6.0,29.77,6.21,34.0,14.0,33.28333333,0
1708,74,33.84,320.0,2.0,29.8,6.21,33.0,15.0,33.0,0
1709,74,27.83,310.0,5.0,29.88,6.21,33.0,12.0,31.71111111,0
1710,74,33.84,350.0,8.0,29.91,6.21,33.0,15.0,33.0,0
1711,74,31.72,310.0,6.0,29.88,6.21,33.0,14.0,32.25555556,0
1712,74,35.81,320.0,5.0,29.88,6.21,32.0,15.0,32.0,0
1713,74,33.84,330.0,4.0,29.91,6.21,33.0,15.0,33.0,0
1714,74,33.84,10.0,8.0,29.91,6.21,33.0,15.0,33.0,0
1715,74,33.56,320.0,9.0,29.91,6.21,32.0,14.0,31.26666667,0
1716,74,36.08,310.0,9.0,29.85,6.21,33.0,16.0,33.0,0
1717,74,28.1,310.0,10.0,29.88,6.21,34.0,13.0,32.97222222,0
1718,74,15.3,0.0,0.0,29.8,6.21,39.0,8.0,36.90555556,1
1719,74,43.88,320.0,9.0,29.77,3.73,34.0,20.0,36.48333333,0
1720,74,36.08,340.0,8.0,29.91,6.21,33.0,16.0,33.0,0
1721,74,35.81,360.0,8.0,29.97,6.21,32.0,15.0,32.0,0
1722,74,35.53,330.0,8.0,29.91,6.21,31.0,14.0,30.32222222,0
1723,74,33.56,350.0,6.0,29.88,6.21,32.0,14.0,31.26666667,0
1724,74,36.08,320.0,5.0,29.88,6.21,33.0,16.0,33.0,0
1725,74,31.99,10.0,9.0,29.91,6.21,34.0,15.0,34.0,0
1726,74,20.87,10.0,8.0,29.94,6.21,37.0,11.0,35.55555556,1
1727,74,39.0,350.0,7.0,29.94,6.21,35.0,19.0,36.92222222,0
1728,74,34.11,340.0,10.0,29.94,6.21,34.0,16.0,34.0,0
1729,74,18.72,200.0,2.0,29.85,6.21,39.0,11.0,37.66666667,1
1730,74,35.25,280.0,11.0,29.94,6.21,30.0,13.0,29.18888889,0
1731,74,34.97,340.0,4.0,29.97,6.21,29.0,12.0,28.2,0
1732,74,42.25,300.0,3.0,29.97,6.21,28.0,14.0,27.82222222,0
1733,74,34.97,330.0,9.0,29.94,6.21,29.0,12.0,28.2,0
1734,74,37.35,300.0,8.0,29.97,6.21,29.0,13.0,28.38333333,0
1735,74,37.35,10.0,8.0,29.94,6.21,29.0,13.0,28.38333333,0
1736,74,30.9,330.0,6.0,29.94,6.21,30.0,11.0,28.81666667,0
1737,74,28.9,30.0,7.0,29.97,6.21,30.0,10.0,28.67777778,0
1738,74,35.25,30.0,10.0,30.03,6.21,30.0,13.0,29.18888889,0
1739,74,35.81,30.0,11.0,29.97,6.21,32.0,15.0,32.0,0
1740,74,36.35,30.0,8.0,29.94,3.73,34.0,17.0,34.0,0
1741,74,33.01,340.0,7.0,29.88,6.21,30.0,12.0,28.98888889,0
1742,74,35.25,330.0,9.0,29.88,6.21,30.0,13.0,29.18888889,0
1743,74,33.01,320.0,6.0,29.94,6.21,30.0,12.0,28.98888889,0
1744,74,37.35,340.0,2.0,29.97,6.21,29.0,13.0,28.38333333,0
1745,74,32.73,270.0,8.0,29.97,6.21,29.0,11.0,28.04444444,0
1746,74,34.69,270.0,9.0,29.94,6.21,28.0,11.0,27.33333333,0
1747,74,36.79,300.0,5.0,30.0,6.21,27.0,11.0,27.0,0
1748,74,44.8,340.0,8.0,30.03,6.21,27.0,14.0,27.11666667,0
1749,74,37.35,20.0,3.0,30.09,6.21,29.0,13.0,28.38333333,0
1750,74,35.53,270.0,5.0,29.97,3.73,31.0,14.0,30.32222222,0
1751,74,42.52,270.0,10.0,29.83,6.21,29.0,15.0,28.84444444,0
1752,74,28.08,320.0,9.0,29.91,6.21,27.0,7.0,26.34444444,0
1753,74,34.13,0.0,0.0,29.97,6.21,26.0,9.0,26.0,0
1754,74,34.41,0.0,0.0,29.94,6.21,27.0,10.0,27.0,0
1755,74,20.29,260.0,7.0,29.97,6.21,29.0,4.0,27.46666667,0
1756,74,20.79,0.0,0.0,29.97,6.21,31.0,6.0,29.11111111,0
1757,74,17.32,0.0,0.0,29.94,3.73,33.0,5.0,30.77777778,0
1758,74,29.18,280.0,5.0,29.94,2.49,31.0,11.0,29.66111111,0
1759,74,42.25,310.0,6.0,30.0,6.21,28.0,14.0,27.82222222,0
1760,74,44.52,30.0,6.0,30.0,6.21,26.0,13.0,26.0,0
1761,74,39.02,350.0,5.0,30.0,6.21,26.0,11.0,26.0,0
1762,74,41.69,260.0,7.0,29.97,6.21,26.0,12.0,26.0,0
1763,74,39.02,280.0,8.0,29.97,6.21,26.0,11.0,26.0,0
1764,74,30.35,0.0,0.0,29.97,6.21,28.0,9.0,27.11111111,0
1765,74,26.22,210.0,12.0,29.91,3.73,27.0,6.0,26.27777778,0
1766,74,36.51,220.0,8.0,30.03,6.21,26.0,10.0,26.0,0
1767,74,46.98,320.0,6.0,30.09,6.21,24.0,12.0,24.0,0
1768,74,43.69,340.0,6.0,30.15,6.21,23.0,10.0,23.0,0
1769,74,39.02,30.0,14.0,30.12,6.21,26.0,11.0,26.0,0
1770,74,19.79,50.0,13.0,30.0,6.21,27.0,2.0,26.07777778,0
1771,74,19.15,0.0,0.0,30.0,6.21,30.0,4.0,28.21666667,0
1772,74,41.97,290.0,5.0,30.03,3.73,27.0,13.0,26.96111111,0
1773,74,41.69,340.0,7.0,30.06,3.73,26.0,12.0,26.0,0
1774,74,50.43,360.0,6.0,30.03,6.21,25.0,14.0,25.0,0
1775,74,47.25,340.0,7.0,29.94,3.73,25.0,13.0,25.0,0
1776,74,50.43,350.0,6.0,29.91,6.21,25.0,14.0,25.0,0
1777,74,39.02,300.0,2.0,29.88,3.73,26.0,11.0,26.0,0
1778,74,27.81,260.0,10.0,29.88,6.21,26.0,6.0,25.38333333,0
1779,74,49.9,250.0,9.0,29.94,6.21,23.0,12.0,23.0,0
1780,74,43.97,310.0,6.0,30.03,6.21,24.0,11.0,24.0,0
1781,74,46.98,40.0,8.0,30.09,6.21,24.0,12.0,24.0,0
1782,74,53.55,20.0,12.0,30.06,6.21,24.0,14.0,24.0,0
1783,74,47.25,360.0,10.0,29.97,6.21,25.0,13.0,25.0,0
1784,74,43.97,240.0,10.0,29.97,6.21,24.0,11.0,24.0,0
1785,74,46.43,250.0,9.0,30.06,6.21,22.0,10.0,22.0,0
1786,74,40.29,250.0,10.0,30.0,6.21,21.0,7.0,21.0,0
1787,74,59.5,240.0,6.0,29.94,3.73,18.0,10.0,18.0,0
1788,74,45.88,240.0,6.0,29.97,6.21,20.0,8.0,20.0,0
1789,74,45.88,270.0,9.0,30.03,6.21,20.0,8.0,20.0,0
1790,74,52.25,290.0,6.0,30.09,6.21,19.0,9.0,19.0,0
1791,74,43.13,340.0,6.0,30.21,6.21,21.0,8.0,21.0,0
1792,74,49.37,360.0,6.0,30.21,6.21,21.0,10.0,21.0,0
1793,74,56.63,350.0,8.0,30.12,6.21,22.0,13.0,22.0,0
1794,74,43.97,0.0,0.0,30.12,6.21,24.0,11.0,24.0,0
1795,74,22.28,40.0,8.0,30.06,6.21,25.0,2.0,24.13888889,0
1796,74,29.79,310.0,4.0,30.09,3.73,26.0,7.0,25.43333333,0
1797,74,27.03,0.0,0.0,30.03,6.21,30.0,9.0,28.55555556,0
1798,74,28.36,10.0,4.0,30.0,2.49,28.0,8.0,27.02222222,0
1799,74,55.335,25.0,7.0,29.97,3.73,24.0,14.5,24.0,0
1800,74,49.9,360.0,9.0,29.97,6.21,23.0,12.0,23.0,0
1801,74,49.9,0.0,0.0,29.83,6.21,23.0,12.0,23.0,0
1802,74,26.43,240.0,12.0,29.85,6.21,21.0,1.0,21.0,0
1803,74,28.68,0.0,0.0,30.09,6.21,22.0,3.0,21.00555556,0
1804,74,14.81,0.0,0.0,29.94,3.73,27.0,-2.0,25.95555556,0
1805,74,20.98,240.0,10.0,30.0,6.21,20.0,-3.0,20.0,0
1806,74,56.13,290.0,7.0,30.03,6.21,20.0,11.0,20.0,0
1807,74,56.13,280.0,6.0,30.15,6.21,20.0,11.0,20.0,0
1808,74,43.13,10.0,8.0,30.18,6.21,21.0,8.0,21.0,0
1809,74,52.77,30.0,10.0,30.18,6.21,21.0,11.0,21.0,0
1810,74,28.68,230.0,4.0,30.09,3.73,22.0,3.0,21.00555556,0
1811,74,30.77,210.0,8.0,30.03,6.21,22.0,4.0,21.06111111,0
1812,74,40.29,0.0,0.0,30.12,1.86,21.0,7.0,21.0,0
1813,74,42.85,330.0,8.0,30.12,6.21,20.0,7.0,20.0,0
1814,74,42.85,330.0,7.0,30.15,6.21,20.0,7.0,20.0,0
1815,74,52.51,270.0,6.0,30.09,6.21,20.0,10.0,20.0,0
1816,74,45.32,320.0,6.0,30.21,6.21,18.0,6.0,18.0,0
1817,74,45.6,40.0,7.0,30.24,6.21,19.0,7.0,19.0,0
1818,74,52.51,10.0,10.0,30.12,6.21,20.0,10.0,20.0,0
1819,74,45.88,10.0,4.0,30.0,3.73,20.0,8.0,20.0,0
1820,74,52.25,300.0,1.0,30.0,6.21,19.0,9.0,19.0,0
1821,74,32.43,240.0,11.0,30.12,6.21,20.0,3.0,20.0,0
1822,74,24.32,240.0,7.0,30.12,6.21,20.0,-1.0,20.0,0
1823,74,24.32,0.0,0.0,30.06,6.21,20.0,-1.0,20.0,0
1824,74,21.5,210.0,7.0,30.0,6.21,22.0,-1.0,20.81666667,0
1825,74,33.35,250.0,5.0,30.06,3.73,15.0,-1.0,15.0,0
1826,74,48.0,290.0,3.0,30.21,6.21,16.0,5.0,16.0,0
1827,74,29.06,270.0,8.0,30.18,6.21,16.0,-2.0,16.0,0
1828,74,42.0,240.0,8.0,30.12,6.21,17.0,4.0,17.0,0
1829,74,42.0,190.0,15.0,29.97,6.21,17.0,4.0,17.0,0
1830,74,22.95,230.0,19.0,29.94,1.24,15.0,-6.0,15.0,0
1831,74,40.54,260.0,15.0,30.06,1.24,12.0,-1.0,12.0,0
1832,74,76.34,270.0,5.0,30.3,6.21,11.0,7.0,11.0,0
1833,74,54.07,270.0,10.0,30.27,6.21,12.0,3.0,12.0,0
1834,74,50.64,200.0,9.0,30.21,6.21,13.0,3.0,13.0,0
1835,74,55.12,240.0,1.0,30.24,3.73,16.0,7.0,16.0,0
1836,74,39.43,290.0,1.0,30.24,6.21,18.0,4.0,18.0,0
1837,74,42.57,220.0,9.0,30.06,6.21,19.0,6.0,19.0,0
1838,74,26.7,230.0,13.0,30.09,6.21,15.0,-4.0,15.0,0
1839,74,45.04,310.0,6.0,30.09,6.21,17.0,5.0,17.0,0
1840,74,51.72,240.0,9.0,30.12,6.21,17.0,7.0,17.0,0
1841,74,48.28,270.0,5.0,30.15,6.21,17.0,6.0,17.0,0
1842,74,48.55,50.0,8.0,30.27,6.21,18.0,7.0,18.0,0
1843,74,34.51,50.0,7.0,30.18,6.21,19.0,3.0,19.0,0
1844,74,33.0,320.0,3.0,30.09,2.49,22.0,5.0,21.11666667,0
1845,74,10.59,180.0,10.0,30.09,6.21,25.0,-8.0,23.83333333,0
1846,74,11.64,40.0,9.0,30.09,6.21,26.0,-6.0,24.96111111,0
1847,74,10.59,0.0,0.0,29.91,1.24,25.0,-8.0,23.83333333,0
1848,74,45.88,360.0,4.0,29.94,3.73,20.0,8.0,20.0,0
1849,74,43.13,10.0,7.0,30.0,3.73,21.0,8.0,21.0,0
1850,74,59.74,30.0,10.0,30.06,6.21,19.0,11.0,19.0,0
1851,74,43.42,0.0,0.0,29.91,3.73,22.0,9.0,21.38888889,0
1852,74,22.06,250.0,7.0,30.0,6.21,18.0,-4.0,18.0,0
1853,74,24.04,240.0,6.0,29.91,6.21,19.0,-2.0,19.0,0
1854,74,25.88,240.0,9.0,30.03,6.21,19.0,-1.0,19.0,0
1855,74,20.98,0.0,0.0,30.09,6.21,20.0,-3.0,20.0,0
1856,74,11.24,0.0,0.0,30.0,6.21,24.0,-8.0,22.75,0
1857,74,13.11,200.0,4.0,29.88,3.73,24.0,-6.0,22.8,0
1858,74,43.42,0.0,0.0,30.03,3.73,22.0,9.0,21.38888889,0
1859,74,40.0,40.0,6.0,30.09,6.21,20.0,6.0,20.0,0
1860,74,37.61,70.0,10.0,30.03,6.21,21.0,6.0,21.0,0
1861,74,6.1,190.0,10.0,29.88,6.21,29.0,-12.0,26.83888889,0
1862,74,49.9,280.0,4.0,29.85,2.49,23.0,12.0,23.0,0
