,elevation,relh,drct,sknt,alti,vsby,temp_c,dewpoint_c,feel_c,is_hot_day
2442,74,25.15,10.0,10.0,29.8,6.21,36.0,13.0,35.07777778,0
2443,74,19.76,340.0,7.0,29.83,6.21,38.0,11.0,36.61111111,1
2444,74,30.8,350.0,9.0,29.85,6.21,37.0,17.0,37.98888889,1
2445,74,36.35,350.0,9.0,29.88,6.21,34.0,17.0,34.0,0
2446,74,43.34,330.0,10.0,29.88,6.21,32.0,18.0,32.90555556,0
2447,74,32.27,360.0,8.0,29.83,6.21,35.0,16.0,35.0,0
2448,74,43.88,10.0,10.0,29.83,6.21,34.0,20.0,36.48333333,0
2449,74,36.08,290.0,11.0,29.83,6.21,33.0,16.0,33.0,0
2450,74,38.45,360.0,8.0,29.85,6.21,33.0,17.0,33.0,0
2451,74,29.72,360.0,8.0,29.88,6.21,33.0,13.0,31.96111111,0
2452,74,29.99,360.0,11.0,29.85,6.21,34.0,14.0,33.28333333,0
2453,74,25.41,360.0,9.0,29.8,6.21,37.0,14.0,37.0,1
2454,74,16.59,280.0,8.0,29.85,6.21,40.0,10.0,38.41111111,1
2455,74,36.35,310.0,9.0,29.94,6.21,34.0,17.0,34.0,0
2456,74,36.08,320.0,11.0,29.94,6.21,33.0,16.0,33.0,0
2457,74,33.29,340.0,10.0,29.91,6.21,31.0,13.0,30.06111111,0
2458,74,33.01,360.0,9.0,29.83,6.21,30.0,12.0,28.98888889,0
2459,74,35.25,330.0,7.0,29.88,6.21,30.0,13.0,29.18888889,0
2460,74,35.25,350.0,12.0,29.97,6.21,30.0,13.0,29.18888889,0
2461,74,37.9,340.0,12.0,30.03,6.21,31.0,15.0,31.0,0
2462,74,40.41,360.0,12.0,30.0,6.21,31.0,16.0,30.97222222,0
2463,74,35.81,20.0,12.0,29.94,6.21,32.0,15.0,32.0,0
2464,74,31.72,20.0,15.0,29.85,6.21,33.0,14.0,32.25555556,0
2465,74,41.23,10.0,12.0,29.85,6.21,34.0,19.0,35.75,0
2466,74,38.73,360.0,12.0,29.88,6.21,34.0,18.0,35.11111111,0
2467,74,31.45,330.0,8.0,29.85,3.73,32.0,13.0,30.98888889,0
2468,74,43.34,330.0,8.0,29.85,6.21,32.0,18.0,32.90555556,0
2469,74,37.9,340.0,7.0,29.88,6.21,31.0,15.0,31.0,0
2470,74,42.8,10.0,11.0,29.97,6.21,30.0,16.0,30.02777778,0
2471,74,35.53,360.0,8.0,29.97,6.21,31.0,14.0,30.32222222,0
2472,74,26.31,330.0,6.0,30.0,6.21,34.0,12.0,32.7,0
2473,74,40.41,10.0,8.0,29.97,6.21,31.0,16.0,30.97222222,0
2474,74,29.45,20.0,13.0,29.94,6.21,32.0,12.0,30.75555556,0
2475,74,21.79,40.0,15.0,29.91,6.21,35.0,10.0,33.27222222,0
2476,74,28.37,30.0,11.0,29.94,6.21,35.0,14.0,34.34444444,0
2477,74,43.61,10.0,12.0,29.91,6.21,33.0,19.0,34.60555556,0
2478,74,51.47,340.0,9.0,29.94,6.21,29.0,18.0,29.83888889,0
2479,74,51.47,20.0,6.0,29.91,6.21,29.0,18.0,29.83888889,0
2480,74,37.9,360.0,10.0,29.94,6.21,31.0,15.0,31.0,0
2481,74,51.47,350.0,9.0,29.94,6.21,29.0,18.0,29.83888889,0
2482,74,39.58,360.0,8.0,29.97,6.21,28.0,13.0,28.0,0
2483,74,45.07,350.0,11.0,29.91,6.21,28.0,15.0,28.03333333,0
2484,74,48.05,340.0,9.0,29.91,6.21,28.0,16.0,28.27777778,0
2485,74,45.07,350.0,12.0,30.0,6.21,28.0,15.0,28.03333333,0
2486,74,39.86,20.0,12.0,30.0,6.21,29.0,14.0,29.0,0
2487,74,45.61,340.0,14.0,29.97,6.21,30.0,17.0,30.4,0
2488,74,45.34,350.0,7.0,29.85,6.21,29.0,16.0,29.12777778,0
2489,74,42.8,30.0,17.0,29.83,6.21,30.0,16.0,30.02777778,0
2490,74,45.61,10.0,11.0,29.85,6.21,30.0,17.0,30.4,0
2491,74,54.8,340.0,7.0,30.0,3.73,29.0,19.0,30.27777778,0
2492,74,51.47,10.0,11.0,30.0,6.21,29.0,18.0,29.83888889,0
2493,74,54.55,340.0,10.0,29.97,6.21,28.0,18.0,28.87777778,0
2494,74,48.05,10.0,3.0,30.0,3.73,28.0,16.0,28.27777778,0
2495,74,44.8,290.0,12.0,30.0,6.21,27.0,14.0,27.11666667,0
2496,74,41.14,340.0,6.0,30.06,6.21,24.0,10.0,24.0,0
2497,74,44.25,340.0,7.0,30.06,6.21,25.0,12.0,25.0,0
2498,74,38.74,20.0,6.0,30.18,6.21,25.0,10.0,25.0,0
2499,74,38.74,40.0,3.0,30.12,6.21,25.0,10.0,25.0,0
2500,74,44.8,30.0,11.0,30.12,6.21,27.0,14.0,27.11666667,0
2501,74,36.79,50.0,9.0,30.12,6.21,27.0,11.0,27.0,0
2502,74,34.69,50.0,7.0,30.12,6.21,28.0,11.0,27.33333333,0
2503,74,19.64,220.0,8.0,30.0,3.73,32.0,6.0,29.96111111,0
2504,74,30.62,330.0,3.0,30.06,6.21,29.0,10.0,27.91111111,0
2505,74,50.69,20.0,13.0,30.12,6.21,26.0,15.0,26.0,0
2506,74,51.21,50.0,10.0,30.06,6.21,28.0,17.0,28.56111111,0
2507,74,57.84,30.0,10.0,30.06,6.21,27.0,18.0,27.92777778,0
2508,74,51.21,30.0,14.0,30.03,6.21,28.0,17.0,28.56111111,0
2509,74,54.05,10.0,12.0,30.03,6.21,26.0,16.0,26.0,0
2510,74,49.9,330.0,9.0,30.03,6.21,23.0,12.0,23.0,0
2511,74,40.57,360.0,10.0,30.03,6.21,22.0,8.0,21.31666667,0
2512,74,46.98,50.0,17.0,30.03,6.21,24.0,12.0,24.0,0
2513,74,53.8,360.0,4.0,30.06,2.49,25.0,15.0,25.0,0
2514,74,57.36,330.0,7.0,29.91,2.49,25.0,16.0,25.0,0
2515,74,47.79,340.0,6.0,29.91,3.11,27.0,15.0,27.28333333,0
2516,74,34.13,30.0,6.0,29.94,2.49,26.0,9.0,26.0,0
2517,74,44.52,350.0,8.0,29.97,3.73,26.0,13.0,26.0,0
2518,74,35.94,10.0,12.0,29.97,6.21,24.0,8.0,23.39444444,0
2519,74,11.74,360.0,14.0,29.97,3.73,22.0,-9.0,20.56111111,0
2520,74,30.77,20.0,14.0,30.0,6.21,22.0,4.0,21.06111111,0
2521,74,31.05,20.0,8.0,30.0,6.21,23.0,5.0,22.16666667,0
2522,74,31.05,0.0,0.0,29.94,2.49,23.0,5.0,22.16666667,0
2523,74,19.3,210.0,11.0,29.94,1.86,25.0,0.0,24.06111111,0
2524,74,39.02,210.0,15.0,29.88,3.73,26.0,11.0,26.0,0
2525,74,61.55,215.0,8.0,29.895,3.73,18.0,10.5,18.0,0
2526,74,40.0,220.0,11.0,30.09,6.21,20.0,6.0,20.0,0
2527,74,37.61,250.0,6.0,30.27,3.73,21.0,6.0,21.0,0
2528,74,43.42,30.0,10.0,30.15,6.21,22.0,9.0,21.38888889,0
2529,74,53.29,340.0,9.0,30.15,3.73,23.0,13.0,23.0,0
2530,74,46.43,350.0,9.0,30.15,6.21,22.0,10.0,22.0,0
2531,74,40.85,20.0,12.0,30.18,6.21,23.0,9.0,22.42222222,0
2532,74,49.64,360.0,12.0,30.24,6.21,22.0,11.0,22.0,0
2533,74,40.0,40.0,19.0,30.24,6.21,20.0,6.0,20.0,0
2534,74,45.6,10.0,8.0,30.18,6.21,19.0,7.0,19.0,0
2535,74,42.85,360.0,5.0,30.15,6.21,20.0,7.0,20.0,0
2536,74,43.13,300.0,3.0,30.09,3.73,21.0,8.0,21.0,0
2537,74,38.18,240.0,20.0,29.97,6.21,23.0,8.0,22.35,0
2538,74,67.75,270.0,14.0,29.97,2.49,17.0,11.0,17.0,0
2539,74,42.0,340.0,5.0,30.21,6.21,17.0,4.0,17.0,0
2540,74,34.51,290.0,6.0,30.15,6.21,19.0,3.0,19.0,0
2541,74,45.88,20.0,8.0,30.24,6.21,20.0,8.0,20.0,0
2542,74,52.25,320.0,10.0,30.24,6.21,19.0,9.0,19.0,0
2543,74,39.43,330.0,10.0,30.24,6.21,18.0,4.0,18.0,0
2544,74,39.43,50.0,7.0,30.21,6.21,18.0,4.0,18.0,0
2545,74,42.28,310.0,2.0,30.03,6.21,18.0,5.0,18.0,0
2546,74,48.55,240.0,7.0,30.03,6.21,18.0,7.0,18.0,0
2547,74,55.37,310.0,6.0,30.09,3.73,17.0,8.0,17.0,0
2548,74,36.74,260.0,14.0,30.03,6.21,18.0,3.0,18.0,0
2549,74,51.45,210.0,12.0,30.06,6.21,16.0,6.0,16.0,0
2550,74,39.43,210.0,14.0,30.12,6.21,18.0,4.0,18.0,0
2551,74,55.12,240.0,15.0,30.12,6.21,16.0,7.0,16.0,0
2552,74,42.0,240.0,8.0,30.18,3.73,17.0,4.0,17.0,0
2553,74,45.32,190.0,11.0,30.0,6.21,18.0,6.0,18.0,0
2554,74,27.55,200.0,14.0,30.06,6.21,18.0,-1.0,18.0,0
2555,74,41.71,250.0,6.0,30.21,6.21,16.0,3.0,16.0,0
2556,74,39.14,20.0,4.0,30.15,6.21,17.0,3.0,17.0,0
2557,74,45.04,280.0,5.0,30.21,6.21,17.0,5.0,17.0,0
2558,74,45.04,0.0,0.0,30.24,6.21,17.0,5.0,17.0,0
2559,74,36.74,280.0,7.0,30.21,6.21,18.0,3.0,18.0,0
2560,74,42.28,350.0,9.0,30.15,3.11,18.0,5.0,18.0,0
2561,74,42.85,220.0,6.0,29.97,3.73,20.0,7.0,20.0,0
2562,74,29.92,240.0,19.0,30.0,6.21,19.0,1.0,19.0,0
2563,74,33.93,230.0,25.0,29.94,3.73,17.0,1.0,17.0,0
2564,74,35.87,220.0,19.0,30.03,6.21,15.0,0.0,15.0,0
2565,74,31.56,290.0,13.0,30.03,6.21,17.0,0.0,17.0,0
2566,74,22.33,40.0,8.0,30.18,6.21,19.0,-3.0,19.0,0
2567,74,42.57,340.0,7.0,30.15,6.21,19.0,6.0,19.0,0
2568,74,42.57,20.0,10.0,30.06,6.21,19.0,6.0,19.0,0
2569,74,45.32,70.0,19.0,29.85,6.21,18.0,6.0,18.0,0
2570,74,55.88,10.0,8.0,30.03,6.21,19.0,10.0,19.0,0
2571,74,34.8,30.0,12.0,30.03,6.21,20.0,4.0,20.0,0
2572,74,49.1,0.0,0.0,29.97,1.86,20.0,9.0,20.0,0
2573,74,59.74,330.0,10.0,30.09,2.49,19.0,11.0,19.0,0
2574,74,42.85,40.0,13.0,30.15,6.21,20.0,7.0,20.0,0
2575,74,45.88,10.0,17.0,30.12,6.21,20.0,8.0,20.0,0
2576,74,42.57,340.0,12.0,30.09,6.21,19.0,6.0,19.0,0
2577,74,37.03,60.0,9.0,30.15,6.21,19.0,4.0,19.0,0
2578,74,31.315,55.0,16.5,30.09,6.21,20.0,2.5,20.0,0
2579,74,12.55,220.0,16.0,29.94,3.73,26.0,-5.0,24.98333333,0
2580,74,24.59,210.0,15.0,29.94,2.49,21.0,0.0,21.0,0
2581,74,48.83,250.0,10.0,30.03,6.21,19.0,8.0,19.0,0
2582,74,51.45,280.0,15.0,30.12,6.21,16.0,6.0,16.0,0
2583,74,38.85,270.0,11.0,30.12,6.21,16.0,2.0,16.0,0
2584,74,38.85,30.0,4.0,30.18,6.21,16.0,2.0,16.0,0
2585,74,41.71,310.0,9.0,30.09,3.73,16.0,3.0,16.0,0
2586,74,45.32,290.0,6.0,30.12,6.21,18.0,6.0,18.0,0
2587,74,51.72,350.0,13.0,30.27,6.21,17.0,7.0,17.0,0
2588,74,35.19,25.0,5.0,30.39,6.21,17.0,1.5,17.0,0
2589,74,29.63,50.0,13.0,30.3,6.21,18.0,0.0,18.0,0
2590,74,32.43,10.0,13.0,30.15,6.21,20.0,3.0,20.0,0
2591,74,48.83,20.0,10.0,30.15,6.21,19.0,8.0,19.0,0
2592,74,43.13,50.0,12.0,30.15,6.21,21.0,8.0,21.0,0
2593,74,16.9,0.0,0.0,29.91,6.21,26.0,-1.0,25.09444444,0
2594,74,19.05,230.0,14.0,29.85,6.21,24.0,-1.0,22.95555556,0
2595,74,35.09,240.0,6.0,30.06,6.21,21.0,5.0,21.0,0
2596,74,35.09,10.0,5.0,29.97,6.21,21.0,5.0,21.0,0
2597,74,35.09,280.0,9.0,29.97,3.73,21.0,5.0,21.0,0
2598,74,48.83,290.0,9.0,30.0,6.21,19.0,8.0,19.0,0
2599,74,42.57,290.0,14.0,30.03,6.21,19.0,6.0,19.0,0
2600,74,51.45,210.0,4.0,30.12,6.21,16.0,6.0,16.0,0
2601,74,41.71,320.0,10.0,30.18,6.21,16.0,3.0,16.0,0
2602,74,71.83,250.0,5.0,30.09,4.97,14.0,9.0,14.0,0
2603,74,35.87,10.0,8.0,30.3,6.21,15.0,0.0,15.0,0
2604,74,39.14,60.0,8.0,30.3,6.21,17.0,3.0,17.0,0
2605,74,39.72,360.0,9.0,30.24,6.21,19.0,5.0,19.0,0
2606,74,37.03,330.0,8.0,30.15,3.73,19.0,4.0,19.0,0
2607,74,39.72,30.0,6.0,30.09,6.21,19.0,5.0,19.0,0
2608,74,32.43,280.0,2.0,30.0,6.21,20.0,3.0,20.0,0
2609,74,49.1,30.0,8.0,30.18,3.73,20.0,9.0,20.0,0
2610,74,46.43,30.0,11.0,30.18,6.21,22.0,10.0,22.0,0
2611,74,40.85,40.0,9.0,30.15,6.21,23.0,9.0,22.42222222,0
2612,74,27.26,30.0,20.0,30.06,6.21,24.0,4.0,23.16666667,0
2613,74,27.81,40.0,7.0,29.85,6.21,26.0,6.0,25.38333333,0
2614,74,15.25,210.0,25.0,29.74,3.73,29.0,0.0,27.37777778,0
2615,74,41.42,310.0,9.0,29.88,6.21,25.0,11.0,25.0,0
2616,74,43.69,280.0,7.0,29.97,6.21,23.0,10.0,23.0,0
2617,74,43.13,300.0,8.0,30.0,6.21,21.0,8.0,21.0,0
2618,74,43.13,40.0,7.0,30.03,6.21,21.0,8.0,21.0,0
2619,74,35.66,50.0,12.0,30.0,6.21,23.0,7.0,22.28888889,0
2620,74,49.64,330.0,9.0,29.94,6.21,22.0,11.0,22.0,0
2621,74,40.29,320.0,6.0,29.97,6.21,21.0,7.0,21.0,0
2622,74,15.03,170.0,9.0,29.88,6.21,28.0,-1.0,26.65,0
2623,74,39.02,290.0,7.0,29.8,6.21,26.0,11.0,26.0,0
2624,74,23.39,210.0,17.0,29.8,3.73,23.0,1.0,21.96666667,0
2625,74,33.29,210.0,22.0,29.77,6.21,23.0,6.0,22.22222222,0
2626,74,25.13,230.0,21.0,29.83,6.21,23.0,2.0,22.01111111,0
2627,74,37.89,280.0,10.0,30.06,6.21,22.0,7.0,21.24444444,0
2628,74,37.89,320.0,8.0,30.06,6.21,22.0,7.0,21.24444444,0
2629,74,43.13,290.0,15.0,30.0,6.21,21.0,8.0,21.0,0
2630,74,42.85,325.0,4.5,29.985,6.21,20.0,7.0,20.0,0
2631,74,20.74,70.0,4.0,29.85,6.21,25.0,1.0,24.09444444,0
2632,74,33.57,180.0,6.0,29.68,3.73,24.0,7.0,23.33333333,0
2633,74,34.8,270.0,11.0,30.0,6.21,20.0,4.0,20.0,0
2634,74,31.34,260.0,11.0,30.0,6.21,24.0,6.0,23.27222222,0
2635,74,21.51,315.0,8.0,29.91,3.11,25.0,1.5,24.11666667,0
2636,74,33.85,140.0,12.0,29.71,6.21,25.0,8.0,24.43888889,0
2637,74,44.25,360.0,10.0,29.8,6.21,25.0,12.0,25.0,0
2638,74,40.85,350.0,6.0,30.0,3.73,23.0,9.0,22.42222222,0
2639,74,23.39,350.0,10.0,30.03,3.73,23.0,1.0,21.96666667,0
2640,74,29.23,360.0,5.0,30.0,6.21,24.0,5.0,23.21666667,0
2641,74,27.81,320.0,8.0,29.97,6.21,26.0,6.0,25.38333333,0
2642,74,30.07,320.0,10.0,29.97,6.21,27.0,8.0,26.42222222,0
2643,74,15.92,250.0,7.0,29.94,6.21,32.0,3.0,29.81666667,0
2644,74,24.72,280.0,5.0,29.94,6.21,28.0,6.0,26.88333333,0
2645,74,21.25,250.0,17.0,29.91,6.21,27.0,3.0,26.12222222,0
2646,74,33.57,260.0,14.0,30.0,6.21,24.0,7.0,23.33333333,0
2647,74,38.18,260.0,8.0,30.12,6.21,23.0,8.0,22.35,0
2648,74,33.85,10.0,10.0,30.09,6.21,25.0,8.0,24.43888889,0
2649,74,24.72,40.0,14.0,29.97,6.21,28.0,6.0,26.88333333,0
2650,74,28.63,240.0,6.0,29.88,3.73,29.0,9.0,27.8,0
2651,74,21.76,230.0,22.0,29.85,2.49,29.0,5.0,27.51111111,0
2652,74,31.9,280.0,8.0,29.97,6.21,26.0,8.0,26.0,0
2653,74,21.25,330.0,7.0,30.03,6.21,27.0,3.0,26.12222222,0
2654,74,44.25,20.0,14.0,30.03,6.21,25.0,12.0,25.0,0
2655,74,31.9,30.0,13.0,29.91,6.21,26.0,8.0,26.0,0
2656,74,34.69,10.0,16.0,29.77,6.21,28.0,11.0,27.33333333,0
2657,74,37.35,230.0,5.0,29.68,2.49,29.0,13.0,28.38333333,0
2658,74,38.74,240.0,14.0,29.77,6.21,25.0,10.0,25.0,0
2659,74,35.94,250.0,12.0,29.97,6.21,24.0,8.0,23.39444444,0
2660,74,34.13,320.0,9.0,30.03,6.21,26.0,9.0,26.0,0
2661,74,19.79,250.0,10.0,30.03,6.21,27.0,2.0,26.07777778,0
2662,74,20.04,260.0,6.0,29.94,6.21,28.0,3.0,26.74444444,0
2663,74,13.8,230.0,12.0,29.97,6.21,32.0,1.0,29.77222222,0
2664,74,21.76,20.0,4.0,30.03,6.21,29.0,5.0,27.51111111,0
2665,74,13.05,20.0,13.0,30.0,6.21,33.0,1.0,30.62777778,0
2666,74,8.56,40.0,16.0,29.88,6.21,38.0,-1.0,34.43333333,1
2667,74,15.93,20.0,6.0,29.71,6.21,37.0,7.0,34.75,1
2668,74,31.62,360.0,13.0,30.0,6.21,25.0,7.0,24.38333333,0
2669,74,38.18,340.0,14.0,30.09,6.21,23.0,8.0,22.35,0
2670,74,29.79,10.0,10.0,30.0,6.21,26.0,7.0,25.43333333,0
2671,74,24.72,10.0,11.0,29.94,6.21,28.0,6.0,26.88333333,0
2672,74,20.29,350.0,5.0,29.91,6.21,29.0,4.0,27.46666667,0
2673,74,13.59,340.0,6.0,29.91,6.21,31.0,0.0,28.93333333,0
2674,74,13.8,30.0,14.0,29.85,6.21,32.0,1.0,29.77222222,0
2675,74,19.64,300.0,8.0,29.8,6.21,32.0,6.0,29.96111111,0
2676,74,30.62,230.0,12.0,29.83,2.49,29.0,10.0,27.91111111,0
2677,74,30.62,280.0,13.0,29.88,6.21,29.0,10.0,27.91111111,0
2678,74,34.97,330.0,8.0,29.91,6.21,29.0,12.0,28.2,0
2679,74,27.03,320.0,6.0,29.94,6.21,30.0,9.0,28.55555556,0
2680,74,30.9,340.0,6.0,29.94,6.21,30.0,11.0,28.81666667,0
2681,74,31.17,310.0,4.0,29.94,6.21,31.0,12.0,29.84444444,0
2682,74,24.11,300.0,9.0,29.91,6.21,32.0,9.0,30.24444444,0
2683,74,12.94,40.0,13.0,29.85,6.21,37.0,4.0,34.38333333,1
2684,74,10.07,10.0,1.0,29.77,6.21,39.0,2.0,35.72222222,1
2685,74,7.84,200.0,7.0,29.8,6.21,41.0,0.0,37.12222222,1
2686,74,27.29,340.0,10.0,29.91,6.21,31.0,10.0,29.50555556,0
2687,74,29.18,20.0,17.0,29.94,6.21,31.0,11.0,29.66111111,0
2688,74,20.38,20.0,19.0,29.91,6.21,35.0,9.0,33.08888889,0
2689,74,21.11,20.0,9.0,29.88,6.21,38.0,12.0,36.91111111,1
2690,74,15.93,330.0,10.0,29.88,6.21,37.0,7.0,34.75,1
2691,74,23.04,320.0,10.0,29.85,6.21,34.0,10.0,32.27777778,0
2692,74,24.37,30.0,14.0,29.8,6.21,33.0,10.0,31.31111111,0
2693,74,26.05,60.0,12.0,29.71,6.21,33.0,11.0,31.49444444,0
2694,74,29.18,290.0,9.0,29.85,6.21,31.0,11.0,29.66111111,0
2695,74,26.76,300.0,11.0,29.97,6.21,29.0,8.0,27.70555556,0
2696,74,25.26,240.0,6.0,29.94,6.21,30.0,8.0,28.45555556,0
2697,74,14.66,210.0,16.0,29.77,6.21,36.0,5.0,33.55,0
2698,74,30.62,340.0,8.0,29.94,6.21,29.0,10.0,27.91111111,0
2699,74,28.9,10.0,8.0,29.97,6.21,30.0,10.0,28.67777778,0
2700,74,23.85,330.0,9.0,29.94,6.21,31.0,8.0,29.26666667,0
2701,74,16.6,260.0,5.0,29.85,6.21,35.0,6.0,32.7,0
2702,74,14.08,260.0,13.0,29.77,6.21,38.0,6.0,35.57777778,1
2703,74,16.6,360.0,8.0,29.85,6.21,35.0,6.0,32.7,0
2704,74,27.83,330.0,7.0,29.85,6.21,33.0,12.0,31.71111111,0
2705,74,19.04,40.0,10.0,29.97,6.21,35.0,8.0,32.93888889,0
2706,74,17.05,30.0,14.0,30.0,6.21,37.0,8.0,34.91111111,1
2707,74,27.29,330.0,9.0,30.0,6.21,31.0,10.0,29.50555556,0
2708,74,22.78,20.0,13.0,29.94,6.21,33.0,9.0,31.16111111,0
2709,74,24.63,350.0,11.0,29.88,6.21,34.0,11.0,32.47222222,0
2710,74,23.3,340.0,9.0,29.83,6.21,35.0,11.0,33.47777778,0
2711,74,20.87,310.0,6.0,29.85,6.21,37.0,11.0,35.55555556,1
2712,74,16.37,330.0,5.0,29.83,6.21,39.0,9.0,37.12777778,1
2713,74,20.0,0.0,101.0,29.83,6.21,39.0,12.0,37.98888889,1
2714,74,10.43,40.0,7.0,29.77,6.21,41.0,4.0,37.85555556,1
2715,74,34.39,320.0,10.0,29.83,3.73,35.0,17.0,35.67777778,0
2716,74,33.84,340.0,13.0,29.91,6.21,33.0,15.0,33.0,0
2717,74,36.9,340.0,13.0,29.85,6.21,36.0,19.0,38.11111111,0
2718,74,29.72,320.0,9.0,29.8,6.21,33.0,13.0,31.96111111,0
2719,74,20.87,10.0,5.0,29.8,6.21,37.0,11.0,35.55555556,1
2720,74,38.18,360.0,15.0,29.83,6.21,32.0,16.0,32.0,0
2721,74,31.99,320.0,8.0,29.85,6.21,34.0,15.0,34.0,0
2722,74,26.58,10.0,9.0,29.85,6.21,35.0,13.0,34.01111111,0
2723,74,26.84,360.0,8.0,29.83,6.21,36.0,14.0,35.42777778,0
2724,74,18.48,300.0,8.0,29.77,6.21,38.0,10.0,36.34444444,1
2725,74,21.11,320.0,9.0,29.77,6.21,38.0,12.0,36.91111111,1
2726,74,36.08,330.0,7.0,29.85,6.21,33.0,16.0,33.0,0
2727,74,33.56,330.0,9.0,29.85,6.21,32.0,14.0,31.26666667,0
2728,74,33.56,350.0,8.0,29.88,6.21,32.0,14.0,31.26666667,0
2729,74,27.83,330.0,11.0,29.91,6.21,33.0,12.0,31.71111111,0
2730,74,24.89,350.0,13.0,29.83,6.21,35.0,12.0,33.72777778,0
2731,74,22.04,20.0,12.0,29.8,6.21,36.0,11.0,34.51111111,0
2732,74,26.84,340.0,10.0,29.77,6.21,36.0,14.0,35.42777778,0
2733,74,28.63,360.0,11.0,29.8,6.21,36.0,15.0,36.0,0
2734,74,24.89,320.0,10.0,29.83,6.21,35.0,12.0,33.72777778,0
2735,74,39.27,10.0,10.0,29.83,6.21,36.0,20.0,38.89444444,0
2736,74,33.08,330.0,11.0,29.71,3.73,38.0,19.0,40.54444444,1
2737,74,26.18,340.0,12.0,29.59,6.21,40.0,17.0,41.53888889,1
2738,74,20.24,310.0,5.0,29.62,6.21,40.0,13.0,40.0,1
2739,74,23.04,320.0,7.0,29.65,6.21,40.0,15.0,40.0,1
2740,74,37.44,320.0,7.0,29.71,6.21,38.0,21.0,42.29444444,1
2741,74,34.39,330.0,8.0,29.77,6.21,35.0,17.0,35.67777778,0
2742,74,40.96,290.0,11.0,29.8,6.21,33.0,18.0,33.99444444,0
2743,74,41.23,280.0,13.0,29.74,6.21,34.0,19.0,35.75,0
2744,74,34.66,310.0,9.0,29.71,6.21,36.0,18.0,37.42777778,0
2745,74,27.1,280.0,7.0,29.74,6.21,37.0,15.0,37.0,1
2746,74,20.87,360.0,11.0,29.83,6.21,37.0,11.0,35.55555556,1
2747,74,15.93,350.0,10.0,29.83,6.21,37.0,7.0,34.75,1
2748,74,30.8,340.0,10.0,29.77,6.21,37.0,17.0,37.98888889,1
2749,74,30.8,330.0,11.0,29.65,6.21,37.0,17.0,37.98888889,1
2750,74,27.37,330.0,10.0,29.62,6.21,38.0,16.0,38.59444444,1
2751,74,23.04,320.0,7.0,29.65,6.21,40.0,15.0,40.0,1
2752,74,22.79,330.0,5.0,29.71,6.21,39.0,14.0,39.0,1
2753,74,16.15,330.0,7.0,29.74,6.21,38.0,8.0,35.90555556,1
2754,74,16.37,30.0,13.0,29.8,6.21,39.0,9.0,37.12777778,1
2755,74,39.0,330.0,11.0,29.8,6.21,35.0,19.0,36.92222222,0
2756,74,40.96,330.0,7.0,29.71,6.21,33.0,18.0,33.99444444,0
2757,74,38.73,270.0,7.0,29.71,6.21,34.0,18.0,35.11111111,0
2758,74,41.23,310.0,10.0,29.8,6.21,34.0,19.0,35.75,0
2759,74,49.62,310.0,9.0,29.77,6.21,34.0,22.0,38.26666667,0
2760,74,30.26,310.0,7.0,29.68,6.21,35.0,15.0,35.0,0
2761,74,30.8,320.0,14.0,29.68,6.21,37.0,17.0,37.98888889,1
2762,74,21.11,320.0,10.0,29.71,6.21,38.0,12.0,36.91111111,1
2763,74,27.1,340.0,10.0,29.77,6.21,37.0,15.0,37.0,1
2764,74,44.41,330.0,11.0,29.85,3.73,36.0,22.0,40.77777778,0
2765,74,38.73,330.0,10.0,29.85,6.21,34.0,18.0,35.11111111,0
2766,74,34.11,340.0,7.0,29.74,6.21,34.0,16.0,34.0,0
2767,74,36.9,350.0,9.0,29.71,6.21,36.0,19.0,38.11111111,0
2768,74,25.41,330.0,7.0,29.8,6.21,37.0,14.0,37.0,1
2769,74,32.81,320.0,10.0,29.83,6.21,37.0,18.0,38.61111111,1
2770,74,36.9,330.0,7.0,29.77,6.21,36.0,19.0,38.11111111,0
2771,74,26.84,280.0,4.0,29.74,6.21,36.0,14.0,35.42777778,0
2772,74,34.39,280.0,10.0,29.74,6.21,35.0,17.0,35.67777778,0
2773,74,36.9,310.0,8.0,29.74,6.21,36.0,19.0,38.11111111,0
2774,74,44.14,360.0,10.0,29.74,6.21,35.0,21.0,38.53888889,0
2775,74,41.5,320.0,7.0,29.77,6.21,35.0,20.0,37.67777778,0
2776,74,41.77,360.0,7.0,29.77,6.21,36.0,21.0,39.77777778,0
2777,74,46.93,320.0,8.0,29.77,3.73,35.0,22.0,39.51666667,0
2778,74,46.93,320.0,10.0,29.74,3.73,35.0,22.0,39.51666667,0
2779,74,53.22,320.0,7.0,29.71,6.21,36.0,25.0,44.63888889,0
2780,74,30.8,330.0,7.0,29.74,6.21,37.0,17.0,37.98888889,1
2781,74,39.0,280.0,10.0,29.8,6.21,35.0,19.0,36.92222222,0
2782,74,41.23,300.0,8.0,29.74,6.21,34.0,19.0,35.75,0
2783,74,41.23,300.0,7.0,29.68,6.21,34.0,19.0,35.75,0
2784,74,34.39,270.0,8.0,29.74,6.21,35.0,17.0,35.67777778,0
2785,74,32.54,270.0,6.0,29.83,3.73,36.0,17.0,36.82222222,0
2786,74,31.07,20.0,5.0,29.8,6.21,38.0,18.0,39.81111111,1
2787,74,25.15,280.0,9.0,29.83,6.21,36.0,13.0,35.07777778,0
2788,74,22.04,300.0,11.0,29.83,6.21,36.0,11.0,34.51111111,0
